assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,gc_skew,at_skew,cpg_ratio,bases_n,proportion_n,linguistic_complexity,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,score,optimal_score,cutoff
/mnt/scratch/ljcohen/mmetsp/Aplanochytrium_stocchinoi/SRR1294442/trinity/Aplanochytrium_stocchinoi_SRR1294442.Trinity.fixed.fasta,10598,201,4753,6240843,588.86988,0,1681,0,3633,76.01089,271,490,808,1156,1763,0.40298,0.02404,0.01659,1.95883,0,0.0,0.12089,6705,6705,0.63267,0.60712,5180,0.46903,2591,0.23461,1507,0.13645,965,0.08738,830,0.07515,716,0.06483,0.2049,,,
/mnt/scratch/ljcohen/mmetsp/Eutreptiella_gymnastica/SRR1294408/trinity/Eutreptiella_gymnastica_SRR1294408.Trinity.fixed.fasta,126827,201,38197,87022458,686.15088,0,22598,45,35816,70.73704,294,552,978,1698,3245,0.55808,0.01266,0.00101,1.61573,0,0.0,0.13052,8,8,6e-05,0.00072,8,0.00072,3,0.00027,2,0.00018,1,9e-05,0,0.0,0,0.0,0.0001,,,
/mnt/scratch/ljcohen/mmetsp/Pelagomonas_calceolata/SRR1296779/trinity/Pelagomonas_calceolata_SRR1296779.Trinity.fixed.fasta,25659,201,27710,23092579,899.9797,0,7320,27,14133,87.81433,374,830,1346,2137,4492,0.6243,0.00614,0.00168,2.46478,0,0.0,0.15402,17039,17039,0.66406,1.08425,14455,0.91982,7670,0.48807,7249,0.46128,6650,0.42316,6433,0.40935,6137,0.39052,0.48032,,,
/mnt/scratch/ljcohen/mmetsp/Anophryoides_haemophila/SRR1294433/trinity/Anophryoides_haemophila_SRR1294433.Trinity.fixed.fasta,19606,201,6427,9345764,476.67877,0,1501,0,158,31.51026,242,374,570,851,1346,0.28303,0.03452,0.03671,1.57796,0,0.0,0.0883,283,283,0.01443,0.90705,260,0.83333,167,0.53526,164,0.52564,153,0.49038,146,0.46795,141,0.45192,0.54112,,,
/mnt/scratch/ljcohen/mmetsp/Aureoumbra_lagunensis/SRR1296818/trinity/Aureoumbra_lagunensis_SRR1296818.Trinity.fixed.fasta,23616,201,11509,19864743,841.15612,0,6857,1,11311,76.18776,350,803,1273,1860,3096,0.39361,0.00619,-0.00041,2.1481,0,0.0,0.15597,11728,11728,0.49661,1.07685,9879,0.90708,5602,0.51437,5296,0.48627,4911,0.45092,4742,0.43541,4544,0.41723,0.51586,,,
/mnt/scratch/ljcohen/mmetsp/Extubocellulus_spinifer/SRR1296806/trinity/Extubocellulus_spinifer_SRR1296806.Trinity.fixed.fasta,28944,201,12697,34863525,1204.51648,0,12879,12,17828,79.24126,553,1237,1844,2738,4584,0.5172,0.00671,0.00397,2.03845,0,0.0,0.21478,21549,21549,0.74451,0.63329,17578,0.51659,8996,0.26438,8117,0.23855,7093,0.20845,6543,0.19229,5824,0.17116,0.23744,,,
/mnt/scratch/ljcohen/mmetsp/Prorocentrum_minimum/SRR1296784/trinity/Prorocentrum_minimum_SRR1296784.Trinity.fixed.fasta,113502,201,6061,64516624,568.41839,0,15997,0,42323,91.4833,263,448,753,1203,1955,0.65185,0.00964,0.00289,2.1071,0,0.0,0.10917,62219,62219,0.54818,0.85786,50403,0.69495,26309,0.36274,23321,0.32154,19841,0.27356,17985,0.24797,15551,0.21441,0.31749,,,
/mnt/scratch/ljcohen/mmetsp/Ditylum_brightwellii/SRR1294418/trinity/Ditylum_brightwellii_SRR1294418.Trinity.fixed.fasta,7585,201,7077,3514289,463.3209,0,526,0,1686,78.92202,241,360,539,822,1328,0.44169,0.02441,0.00668,1.74743,0,0.0,0.09811,5869,5869,0.77376,0.34722,4470,0.26445,2173,0.12856,1105,0.06537,547,0.03236,422,0.02497,304,0.01798,0.13204,,,
/mnt/scratch/ljcohen/mmetsp/Ditylum_brightwellii/SRR1294415/trinity/Ditylum_brightwellii_SRR1294415.Trinity.fixed.fasta,7567,201,7121,3465820,458.01771,0,514,0,1631,78.93543,239,352,533,816,1314,0.4416,0.03003,0.00982,1.74772,0,0.0,0.09709,5847,5847,0.7727,0.34591,4441,0.26273,2078,0.12294,1051,0.06218,532,0.03147,405,0.02396,293,0.01733,0.13069,,,
/mnt/scratch/ljcohen/mmetsp/Protocruzia_adherens/SRR1296823/trinity/Protocruzia_adherens_SRR1296823.Trinity.fixed.fasta,47524,201,14726,39765055,836.73628,0,12306,22,20273,80.07978,310,805,1487,2311,4019,0.42845,0.00747,0.00707,1.69286,0,0.0,0.15357,20726,20726,0.43612,0.55246,17510,0.46673,9509,0.25347,8781,0.23406,7663,0.20426,7152,0.19064,6525,0.17393,0.21884,,,
/mnt/scratch/ljcohen/mmetsp/Perkinsus_marinus/SRR1294399/trinity/Perkinsus_marinus_SRR1294399.Trinity.fixed.fasta,12187,201,1957,4666996,382.94872,0,172,0,2284,88.17976,233,311,406,540,803,0.48633,0.00376,0.00152,1.75048,0,0.0,0.08466,11,11,0.0009,0.00029,11,0.00029,2,5e-05,0,0.0,0,0.0,0,0.0,0,0.0,2e-05,,,
/mnt/scratch/ljcohen/mmetsp/Eutreptiella_gymnastica/SRR1296802/trinity/Eutreptiella_gymnastica_SRR1296802.Trinity.fixed.fasta,68354,201,14238,36906015,539.92473,0,8136,2,12921,71.28301,242,383,717,1420,2746,0.5515,0.01438,0.00048,1.77657,0,0.0,0.10708,13676,13676,0.20008,1.09364,11459,0.91635,6665,0.53299,6310,0.5046,5776,0.4619,5582,0.44638,5308,0.42447,0.53771,,,
/mnt/scratch/ljcohen/mmetsp/Aureoumbra_lagunensis/SRR1296815/trinity/Aureoumbra_lagunensis_SRR1296815.Trinity.fixed.fasta,23087,201,13764,20973920,908.47317,0,7409,7,11903,77.04603,389,882,1369,1983,3330,0.39351,0.007,0.0017,2.15467,0,0.0,0.16573,10313,10313,0.4467,1.06727,8845,0.91535,5087,0.52644,4858,0.50274,4537,0.46952,4409,0.45628,4263,0.44117,0.52928,,,
/mnt/scratch/ljcohen/mmetsp/Florenciella_parvula/SRR1294437/trinity/Florenciella_parvula_SRR1294437.Trinity.fixed.fasta,88922,201,22494,80569700,906.07161,0,25698,26,43187,74.87042,359,861,1492,2317,4051,0.61038,0.00919,0.00705,2.16252,0,0.0,0.16021,51982,51982,0.58458,1.3506,28987,0.75314,16019,0.41621,14963,0.38877,13441,0.34923,12687,0.32964,11683,0.30355,0.43651,,,
/mnt/scratch/ljcohen/mmetsp/Scrippsiella_hangoei/SRR1296796/trinity/Scrippsiella_hangoei_SRR1296796.Trinity.fixed.fasta,108330,201,8181,71426189,659.33896,0,22772,0,48745,91.0217,282,578,983,1413,2091,0.61612,0.00744,0.00095,2.12475,0,0.0,0.12689,61913,61913,0.57152,0.88146,49453,0.70407,26112,0.37176,23531,0.33501,20340,0.28958,18750,0.26695,16648,0.23702,0.35219,,,
/mnt/scratch/ljcohen/mmetsp/Pelagococcus_subviridis/SRR1296803/trinity/Pelagococcus_subviridis_SRR1296803.Trinity.fixed.fasta,33137,201,14887,25356907,765.21432,0,7387,22,16690,83.3023,329,664,1089,1717,3406,0.65988,0.0033,0.00169,2.61105,0,0.0,0.12759,24724,24724,0.74611,1.07749,18816,0.82001,10095,0.43995,9141,0.39837,7716,0.33627,7104,0.3096,6234,0.27168,0.43004,,,
/mnt/scratch/ljcohen/mmetsp/Prymnesium_polylepis/SRR1296791/trinity/Prymnesium_polylepis_SRR1296791.Trinity.fixed.fasta,74296,201,9407,42391928,570.58157,0,9523,0,27257,87.12016,261,453,740,1165,2204,0.65609,0.01513,0.00388,2.3684,0,0.0,0.10639,35321,35321,0.47541,1.07752,28362,0.86522,15544,0.47419,14317,0.43676,12550,0.38286,11832,0.36095,10758,0.32819,0.46687,,,
/mnt/scratch/ljcohen/mmetsp/Heterosigma_akashiwo/SRR1296797/trinity/Heterosigma_akashiwo_SRR1296797.Trinity.fixed.fasta,41389,201,10047,23195337,560.42275,0,5244,1,13326,79.77076,261,445,726,1131,1983,0.55991,0.01614,0.00871,2.05482,0,0.0,0.10943,16470,16470,0.39793,0.85719,13769,0.71661,7801,0.40601,7260,0.37785,6357,0.33085,5901,0.30712,5331,0.27745,0.35083,,,
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_oceanica/SRR1294424/trinity/Thalassiosira_oceanica_SRR1294424.Trinity.fixed.fasta,31137,201,13557,29812756,957.4704,0,10426,4,16695,83.29593,390,962,1520,2253,3786,0.55887,0.00745,0.00805,2.04101,0,0.0,0.17409,20673,20673,0.66394,1.0555,15933,0.81349,8840,0.45134,8124,0.41479,7140,0.36455,6790,0.34668,6293,0.3213,0.47325,,,
/mnt/scratch/ljcohen/mmetsp/Rhodosorus_marinus/SRR1294402/trinity/Rhodosorus_marinus_SRR1294402.Trinity.fixed.fasta,28040,201,18266,61632524,2198.02154,0,20191,64,18946,44.02487,1281,2279,3160,4191,6147,0.50231,0.01189,0.00266,1.91862,0,0.0,0.349,20699,20699,0.7382,2.05083,6994,0.69296,3956,0.39195,3789,0.37541,3500,0.34677,3376,0.33449,3230,0.32002,0.38866,,,
/mnt/scratch/ljcohen/mmetsp/Florenciella/SRR1294430/trinity/Florenciella_SRR1294430.Trinity.fixed.fasta,7233,201,4439,3434158,474.79027,0,526,0,1846,86.66736,245,361,540,849,1611,0.60295,0.01627,0.01491,2.17751,0,0.0,0.09789,5980,5980,0.82677,0.28302,4512,0.21355,2374,0.11236,1330,0.06295,684,0.03237,478,0.02262,304,0.01439,0.14454,,,
/mnt/scratch/ljcohen/mmetsp/Palpitomonas_bilix/SRR1294410/trinity/Palpitomonas_bilix_SRR1294410.Trinity.fixed.fasta,40583,201,17980,49842150,1228.15341,0,18025,36,22060,65.88429,541,1333,2002,2837,4464,0.49579,0.01621,0.00954,1.81983,0,0.0,0.20984,22298,22298,0.54944,0.84058,12535,0.47254,6722,0.2534,6287,0.237,5694,0.21465,5463,0.20594,5132,0.19346,0.25669,,,
/mnt/scratch/ljcohen/mmetsp/Picocystis_salinarum/SRR1294420/trinity/Picocystis_salinarum_SRR1294420.Trinity.fixed.fasta,9803,201,16442,19172120,1955.74008,0,6203,31,7009,58.75599,1204,2194,3043,4142,6373,0.53098,0.00218,0.00268,1.94274,0,0.0,0.29917,6788,6788,0.69244,1.27164,4427,0.82934,2200,0.41214,2165,0.40558,2109,0.39509,2063,0.38647,1979,0.37074,0.46551,,,
/mnt/scratch/ljcohen/mmetsp/Prymnesium_parvum/SRR1294411/trinity/Prymnesium_parvum_SRR1294411.Trinity.fixed.fasta,51156,201,17964,63417346,1239.68539,0,23826,115,33311,75.56452,612,1202,1747,2580,4996,0.59298,0.00863,0.0061,2.25845,0,0.0,0.20929,32084,32084,0.62718,0.93528,20976,0.61147,10392,0.30294,9867,0.28763,9184,0.26772,8851,0.25802,8409,0.24513,0.28015,,,
/mnt/scratch/ljcohen/mmetsp/Prymnesium_polylepis/SRR1296789/trinity/Prymnesium_polylepis_SRR1296789.Trinity.fixed.fasta,92053,201,12231,60159134,653.52714,0,15882,6,40059,86.90316,289,549,890,1376,2557,0.65444,0.01392,0.00372,2.37334,0,0.0,0.11882,54993,54993,0.59741,1.08583,43669,0.86224,24158,0.477,22261,0.43954,19557,0.38615,18522,0.36571,16842,0.33254,0.46954,,,
/mnt/scratch/ljcohen/mmetsp/Amphiprora/SRR1296827/trinity/Amphiprora_SRR1296827.Trinity.fixed.fasta,22574,201,13875,18024610,798.46771,0,5515,5,10105,85.6132,309,729,1332,2081,3647,0.50142,0.00412,0.006,1.9484,0,0.0,0.14875,10644,10644,0.47152,0.8934,8632,0.72453,4642,0.38963,4224,0.35454,3705,0.31098,3490,0.29293,3150,0.26439,0.33437,,,
/mnt/scratch/ljcohen/mmetsp/Pelagomonas_calceolata/SRR1296780/trinity/Pelagomonas_calceolata_SRR1296780.Trinity.fixed.fasta,26683,201,16389,26183404,981.27662,0,8791,53,15937,85.17723,425,923,1427,2226,4644,0.62249,0.0044,0.00128,2.47694,0,0.0,0.16535,19815,19815,0.74261,1.08862,16371,0.89941,8593,0.47209,8066,0.44314,7356,0.40413,7057,0.3877,6638,0.36469,0.46412,,,
/mnt/scratch/ljcohen/mmetsp/Aplanochytrium/SRR1294426/trinity/Aplanochytrium_SRR1294426.Trinity.fixed.fasta,15383,201,6670,13659975,887.99161,0,5150,0,7060,67.15646,366,913,1392,1910,2889,0.41194,0.01105,0.00576,1.86535,0,0.0,0.17018,6978,6978,0.45362,1.03917,6498,0.96768,3595,0.53537,3539,0.52703,3373,0.50231,3309,0.49278,3214,0.47863,0.53284,,,
/mnt/scratch/ljcohen/mmetsp/Florenciella/SRR1294429/trinity/Florenciella_SRR1294429.Trinity.fixed.fasta,7129,201,5875,3410052,478.33525,0,529,0,1873,86.1937,246,365,548,854,1652,0.6024,0.01761,0.01515,2.17648,0,0.0,0.0986,5965,5965,0.83672,0.28231,4474,0.21175,2330,0.11027,1321,0.06252,644,0.03048,452,0.02139,298,0.0141,0.14252,,,
/mnt/scratch/ljcohen/mmetsp/Skeletonema_menzellii/SRR1296800/trinity/Skeletonema_menzellii_SRR1296800.Trinity.fixed.fasta,21807,201,12242,23410605,1073.53625,0,8556,1,12840,83.01827,470,1092,1670,2431,3954,0.45255,0.01105,0.00733,1.81305,0,0.0,0.19478,14900,14900,0.68327,1.1258,12090,0.91349,6800,0.51379,6410,0.48432,5779,0.43665,5531,0.41791,5221,0.39448,0.50686,,,
/mnt/scratch/ljcohen/mmetsp/Prymnesium_parvum/SRR1296710/trinity/Prymnesium_parvum_SRR1296710.Trinity.fixed.fasta,43489,201,12121,35012981,805.0997,0,11525,8,20629,82.26222,333,755,1214,1797,3194,0.59962,0.01249,0.00549,2.26622,0,0.0,0.14864,26600,26600,0.61165,0.82458,22010,0.68229,11661,0.36148,10708,0.33194,9439,0.2926,8777,0.27208,8015,0.24846,0.3003,,,
/mnt/scratch/ljcohen/mmetsp/Tetraselmis_astigmatica/SRR1296698/trinity/Tetraselmis_astigmatica_SRR1296698.Trinity.fixed.fasta,37921,201,13592,37725645,994.84837,0,13549,5,18077,74.04539,377,1099,1710,2403,3827,0.5952,0.01374,0.00581,1.76741,0,0.0,0.17457,21796,21796,0.57477,0.86509,16869,0.66954,8216,0.3261,7504,0.29784,6667,0.26462,6268,0.24878,5618,0.22298,0.28116,,,
/mnt/scratch/ljcohen/mmetsp/Pteridomonas_danica/SRR1296725/trinity/Pteridomonas_danica_SRR1296725.Trinity.fixed.fasta,33187,201,32654,26051211,784.9824,0,7161,43,14324,87.83151,306,681,1237,2117,4935,0.39193,0.02053,0.0118,1.62942,0,0.0,0.13656,15600,15600,0.47006,0.88046,11490,0.64849,6429,0.36285,5478,0.30918,4495,0.2537,4113,0.23214,3635,0.20516,0.26781,,,
/mnt/scratch/ljcohen/mmetsp/Bolidomonas_pacifica/SRR1296709/trinity/Bolidomonas_pacifica_SRR1296709.Trinity.fixed.fasta,23420,201,25676,23895706,1020.31196,0,7951,46,14390,91.60506,449,946,1487,2333,4721,0.5147,0.04402,0.03026,1.64903,0,0.0,0.18179,17652,17652,0.75371,0.86836,15681,0.7714,9766,0.48042,9295,0.45725,8716,0.42877,8404,0.41342,7816,0.38449,0.4076,,,
/mnt/scratch/ljcohen/mmetsp/Pseudo-nitzschia_delicatissima/SRR1296721/trinity/Pseudo-nitzschia_delicatissima_SRR1296721.Trinity.fixed.fasta,17703,201,14716,24864407,1404.5307,0,9269,11,11896,76.42246,712,1467,2126,3036,4796,0.47413,0.00332,0.00923,2.00359,0,0.0,0.24039,13274,13274,0.74982,0.71779,11498,0.62175,6127,0.33131,5782,0.31266,5369,0.29033,5101,0.27583,4813,0.26026,0.29765,,,
/mnt/scratch/ljcohen/mmetsp/Amphora_coffeiformis/SRR1296715/trinity/Amphora_coffeiformis_SRR1296715.Trinity.fixed.fasta,16962,201,8944,13657203,805.16466,0,4499,0,7889,84.03032,325,759,1276,1871,3165,0.49214,0.00633,0.00476,1.98931,0,0.0,0.15494,8449,8449,0.49811,0.81053,7504,0.71988,3930,0.37701,3706,0.35553,3381,0.32435,3224,0.30929,3027,0.29039,0.32794,,,
/mnt/scratch/ljcohen/mmetsp/Pteridomonas_danica/SRR1296726/trinity/Pteridomonas_danica_SRR1296726.Trinity.fixed.fasta,50521,201,22757,37695771,746.14063,0,11025,17,20807,83.37389,299,649,1167,1860,3549,0.40401,0.01579,0.00949,1.82324,0,0.0,0.13376,21751,21751,0.43053,0.92044,15652,0.66235,8608,0.36427,7422,0.31408,6179,0.26148,5598,0.23689,4899,0.20731,0.28568,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1294457/trinity/Chaetoceros_curvisetus_SRR1294457.Trinity.fixed.fasta,13013,201,4849,6830760,524.91816,0,1000,0,4539,80.71873,276,454,632,838,1218,0.42788,0.02835,0.01903,1.68137,0,0.0,0.11111,10115,10115,0.7773,0.66827,8451,0.55834,4727,0.3123,2403,0.15876,861,0.05688,595,0.03931,369,0.02438,0.23797,,,
/mnt/scratch/ljcohen/mmetsp/Striatella_unipunctata/SRR1296706/trinity/Striatella_unipunctata_SRR1296706.Trinity.fixed.fasta,30676,201,12677,22519203,734.09842,0,7119,3,12624,78.16569,300,661,1113,1688,2780,0.44586,0.01331,0.01051,1.83286,0,0.0,0.14032,19731,19731,0.64321,0.7526,15678,0.59801,8676,0.33093,7840,0.29904,6582,0.25106,5922,0.22588,5019,0.19144,0.2903,,,
/mnt/scratch/ljcohen/mmetsp/Skeletonema_marinoi/SRR1296717/trinity/Skeletonema_marinoi_SRR1296717.Trinity.fixed.fasta,24957,201,13411,29950865,1200.09877,0,10543,18,14704,79.07423,520,1259,1971,2907,4690,0.45422,0.01067,0.00735,1.79674,0,0.0,0.20903,17585,17585,0.70461,0.62542,14498,0.51563,7678,0.27307,6969,0.24786,6118,0.21759,5715,0.20326,5203,0.18505,0.24335,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294450/trinity/Chaetoceros_affinis_SRR1294450.Trinity.fixed.fasta,8404,201,3223,3958258,470.99691,0,508,0,2238,81.01465,249,377,568,784,1158,0.42708,0.0272,0.01473,1.71463,0,0.0,0.10021,6553,6553,0.77975,0.46864,5437,0.38883,2782,0.19896,1327,0.0949,649,0.04641,537,0.0384,416,0.02975,0.17263,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_fundyense/SRR1294390/trinity/Alexandrium_fundyense_SRR1294390.Trinity.fixed.fasta,26320,201,2739,11781833,447.63803,0,1707,0,7459,90.07672,236,344,526,782,1244,0.55946,-0.00968,-0.00188,1.89121,0,0.0,0.09591,8,8,0.0003,0.00057,7,0.0005,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2e-05,,,
/mnt/scratch/ljcohen/mmetsp/Bicosoecida_sp._CB-2014/SRR1294382/trinity/Bicosoecida_sp._CB-2014_SRR1294382.Trinity.fixed.fasta,17324,201,11517,9908086,571.92831,0,2350,2,6755,95.11489,260,445,756,1239,2229,0.69457,0.01258,0.00468,2.4931,0,0.0,0.10019,14575,14575,0.84132,0.97779,8747,0.58681,4681,0.31403,3173,0.21287,1993,0.1337,1544,0.10358,1022,0.06856,0.30069,,,
/mnt/scratch/ljcohen/mmetsp/Pseudo-nitzschia_arenysensis/SRR1296720/trinity/Pseudo-nitzschia_arenysensis_SRR1296720.Trinity.fixed.fasta,21267,201,12970,25039228,1177.37471,0,9582,5,13208,80.43986,543,1234,1801,2534,4086,0.46369,0.00456,0.00782,1.9615,0,0.0,0.2088,15693,15693,0.7379,0.73424,13165,0.61596,7011,0.32803,6460,0.30225,5802,0.27146,5455,0.25523,5045,0.23605,0.29228,,,
/mnt/scratch/ljcohen/mmetsp/Perkinsus_marinus/SRR1294396/trinity/Perkinsus_marinus_SRR1294396.Trinity.fixed.fasta,17982,201,1659,7001070,389.33767,0,171,0,3401,86.02231,239,326,420,539,754,0.4863,0.00193,0.00267,1.76562,0,0.0,0.08632,6999,6999,0.38922,1.01878,5020,0.73071,2618,0.38108,2230,0.3246,1576,0.2294,1220,0.17758,715,0.10408,0.30719,,,
/mnt/scratch/ljcohen/mmetsp/Micromonas/SRR1296697/trinity/Micromonas_SRR1296697.Trinity.fixed.fasta,12921,201,17299,19492300,1508.57519,0,7170,22,9509,81.42464,780,1547,2241,3212,5256,0.60201,0.00123,0.00017,2.41336,0,0.0,0.23491,10622,10622,0.82207,0.89253,8391,0.70507,4218,0.35442,3759,0.31586,3281,0.27569,3081,0.25889,2818,0.23679,0.31071,,,
/mnt/scratch/ljcohen/mmetsp/Myrionecta_rubra/SRR1296700/trinity/Myrionecta_rubra_SRR1296700.Trinity.fixed.fasta,60663,201,14516,35405428,583.64123,0,8695,3,8250,51.47284,259,455,799,1319,2406,0.39939,0.02807,0.03646,2.09788,0,0.0,0.10855,10361,10361,0.1708,0.87118,9017,0.75818,5335,0.44858,5063,0.42571,4645,0.39057,4411,0.37089,4154,0.34928,0.40799,,,
/mnt/scratch/ljcohen/mmetsp/Chlamydomonas_leiostraca/SRR1294458/trinity/Chlamydomonas_leiostraca_SRR1294458.Trinity.fixed.fasta,37630,201,10808,27665702,735.20335,0,8398,1,15269,77.90679,301,642,1146,1805,3086,0.627,0.01866,0.00589,1.99709,0,0.0,0.1285,18043,18043,0.47948,1.14537,14588,0.92605,8408,0.53374,7867,0.4994,7120,0.45198,6821,0.433,6443,0.409,0.51916,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_fundyense/SRR1294389/trinity/Alexandrium_fundyense_SRR1294389.Trinity.fixed.fasta,613,201,2318,249932,407.71941,0,26,0,138,90.38458,225,310,441,677,1199,0.49823,0.02666,0.01882,1.83155,0,0.0,0.08776,31,31,0.05057,0.00036,30,0.00035,13,0.00015,8,9e-05,6,7e-05,5,6e-05,4,5e-05,4e-05,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294449/trinity/Chaetoceros_affinis_SRR1294449.Trinity.fixed.fasta,27156,201,4224,16649033,613.08856,0,4626,0,10249,77.4292,279,537,839,1181,1763,0.41896,0.01686,0.01264,1.72428,0,0.0,0.12448,16739,16739,0.6164,1.1971,12882,0.92126,7645,0.54674,7257,0.51899,6483,0.46363,6112,0.4371,5611,0.40127,0.52622,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1294456/trinity/Chaetoceros_curvisetus_SRR1294456.Trinity.fixed.fasta,13091,201,4823,6877775,525.38194,0,1028,0,4558,80.64633,276,451,634,838,1219,0.42791,0.02679,0.01598,1.68021,0,0.0,0.11117,10077,10077,0.76977,0.66576,8482,0.56039,4690,0.30986,2270,0.14997,782,0.05166,508,0.03356,345,0.02279,0.23331,,,
/mnt/scratch/ljcohen/mmetsp/Thalassionema_frauenfeldii/SRR1296708/trinity/Thalassionema_frauenfeldii_SRR1296708.Trinity.fixed.fasta,30479,201,11935,31975705,1049.10611,0,11714,5,16972,75.22232,461,1057,1583,2363,4014,0.42308,0.00859,0.00482,1.92433,0,0.0,0.19008,18312,18312,0.60081,0.82516,15425,0.69507,8204,0.36968,7669,0.34557,7027,0.31665,6725,0.30304,6312,0.28443,0.33138,,,
/mnt/scratch/ljcohen/mmetsp/Astrosyne_radiata/SRR1296718/trinity/Astrosyne_radiata_SRR1296718.Trinity.fixed.fasta,29425,201,25657,23939576,813.57947,0,8107,11,13050,70.7793,327,793,1275,1870,3048,0.49369,0.00892,0.00606,1.75189,0,0.0,0.15466,18801,18801,0.63895,0.78983,15091,0.63397,8147,0.34225,7442,0.31264,6399,0.26882,5774,0.24256,4982,0.20929,0.29583,,,
/mnt/scratch/ljcohen/mmetsp/Alexandrium_fundyense/SRR1294385/trinity/Alexandrium_fundyense_SRR1294385.Trinity.fixed.fasta,1038,201,2078,357290,344.21002,0,17,0,141,91.11338,215,265,345,479,798,0.55199,0.00951,0.01015,1.86552,0,0.0,0.0753,844,844,0.8131,0.14361,737,0.1254,352,0.05989,262,0.04458,147,0.02501,90,0.01531,45,0.00766,0.05645,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_affinis/SRR1294451/trinity/Chaetoceros_affinis_SRR1294451.Trinity.fixed.fasta,8417,201,3446,3953708,469.72888,0,500,0,2218,80.65201,249,376,565,786,1170,0.42701,0.03221,0.01647,1.7151,0,0.0,0.09997,6556,6556,0.7789,0.46886,5427,0.38811,2776,0.19853,1309,0.09361,692,0.04949,568,0.04062,420,0.03004,0.17005,,,
/mnt/scratch/ljcohen/mmetsp/Cyclophora_tenuis/SRR1296719/trinity/Cyclophora_tenuis_SRR1296719.Trinity.fixed.fasta,22175,201,5982,15911599,717.54674,0,5304,0,10230,78.62713,313,669,1032,1452,2141,0.48731,0.01033,0.00785,1.78304,0,0.0,0.14321,14900,14900,0.67193,0.7654,12672,0.65095,6813,0.34998,6280,0.3226,5481,0.28155,4959,0.25474,4248,0.21822,0.31273,,,
/mnt/scratch/ljcohen/mmetsp/Akashiwo_sanguinea/SRR1294463/trinity/Akashiwo_sanguinea_SRR1294463.Trinity.fixed.fasta,115,201,474,29314,254.90435,0,0,0,0,85.62803,205,223,244,276,374,0.51027,0.00548,-0.01519,2.03816,0,0.0,0.05309,44,44,0.38261,0.44444,43,0.43434,20,0.20202,19,0.19192,11,0.11111,10,0.10101,3,0.0303,0.18447,,,
/mnt/scratch/ljcohen/mmetsp/Chaetoceros_curvisetus/SRR1294454/trinity/Chaetoceros_curvisetus_SRR1294454.Trinity.fixed.fasta,31622,201,6324,23325198,737.62564,0,8078,0,14292,74.95171,326,702,1042,1426,2111,0.42734,0.01426,0.00984,1.69344,0,0.0,0.14659,20022,20022,0.63317,1.32281,14209,0.93876,8449,0.55821,7973,0.52676,7206,0.47608,6857,0.45303,6400,0.42283,0.54103,,,
/mnt/scratch/ljcohen/mmetsp/Thalassiosira_weissflogii/SRR1294466/trinity/Thalassiosira_weissflogii_SRR1294466.Trinity.fixed.fasta,26586,201,14228,28129097,1058.04171,0,10265,6,15517,83.23912,453,1081,1639,2408,3910,0.46898,0.00839,0.00829,1.93321,0,0.0,0.19153,17138,17138,0.64462,1.12832,13762,0.90605,7867,0.51794,7423,0.48871,6674,0.4394,6353,0.41826,6024,0.3966,0.51096,,,
/mnt/scratch/ljcohen/mmetsp/Leptocylindrus_danicus/SRR1296723/trinity/Leptocylindrus_danicus_SRR1296723.Trinity.fixed.fasta,27467,201,20677,25753706,937.62355,0,8742,15,13399,76.66445,376,928,1479,2254,4018,0.44546,0.01506,0.00488,2.08599,0,0.0,0.17308,18956,18956,0.69014,0.82719,14558,0.63528,8189,0.35735,7361,0.32122,6312,0.27544,5772,0.25188,5154,0.22491,0.30713,,,
/mnt/scratch/ljcohen/mmetsp/Skeletonema_marinoi/SRR1296716/trinity/Skeletonema_marinoi_SRR1296716.Trinity.fixed.fasta,24356,201,15888,29432697,1208.43722,0,10333,19,14557,79.73469,531,1255,1967,2903,4852,0.45391,0.00914,0.00536,1.7962,0,0.0,0.20985,17027,17027,0.69909,0.62065,14119,0.51465,7403,0.26985,6707,0.24448,5824,0.21229,5464,0.19917,4960,0.1808,0.23803,,,
