,SampleName,Run.x,Phylum,Input.Reads,Surviving.Reads,Percent.Surviving,n_seqs.x,smallest.x,largest.x,n_bases.x,mean_len.x,n_under_200.x,n_over_1k.x,n_over_10k.x,n_with_orf.x,mean_orf_percent.x,n90.x,n70.x,n50.x,n30.x,n10.x,gc.x,gc_skew.x,at_skew.x,cpg_ratio.x,linguistic_complexity.x,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score.x,optimal_score.x,cutoff.x,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,Complete_eukaryotic,Fragmented_eukaryotic,Missing_eukaryotic,Total_eukaryotic,Complete_eukaryotic_BUSCO_perc,Complete_protist,Fragmented_protist,Missing_protist,Total_protist,Complete_protist_BUSCO_perc,Unique_kmers_assembly,num_reads_kept_diginorm,total_reads_before_diginorm,perc_kept_diginorm,proportion_kept_diginorm,num_kmers_reads_diginorm,fp_rate_diginorm
314,MMETSP0798,SRR1296700,Ciliophora,27702055,27644749,99.79,67184,201,11128,38027417,566.01895,0,9013,1,8589,51.71099,260,443,746,1203,2122,0.39745,0.02849,0.03713,2.08826,0.10623,27644749,24061231,0.87037,20235671,0.73199,3825560,34365,870374,0.02289,16536,0.24613,1683,0.02505,44924,0.66867,4173,0.06211,0.26255,0.39808,0.41536,36553,36553,0.54407,0.91414,28432,0.71105,14645,0.36625,13415,0.33549,11693,0.29243,10698,0.26754,9250,0.23133,0.31866,173,64,66,303,0.570957096,123,31,80,234,0.525641026,36675366,24300550,55346747,43.90%,0.439,141740244,0
315,MMETSP0799,SRR1296699,Cryptophyta,29168542,29111039,99.8,105756,201,13175,65133107,615.88096,0,16138,9,33896,81.65876,269,482,851,1441,2771,0.52092,0.02501,0.0132,2.07236,0.11812,29111039,24628412,0.84602,20234120,0.69507,4394292,69922,1844475,0.02832,30725,0.29053,2762,0.02612,69642,0.65852,6770,0.06402,0.26208,0.39519,0.49145,64682,64682,0.61162,0.94097,48464,0.70503,24558,0.35726,21521,0.31308,17911,0.26056,15992,0.23264,13343,0.19411,0.29676,226,54,23,303,0.745874587,160,42,32,234,0.683760684,48708548,35422243,58279519,60.80%,0.608,191505730,0.001
316,MMETSP0800,SRR1296706,Bacillariophyta,24168191,24127704,99.83,37562,201,12213,25050951,666.92271,0,7146,3,15001,79.32364,293,577,929,1388,2326,0.44551,0.01341,0.01072,1.83077,0.13059,24127704,21421738,0.88785,18297741,0.75837,3123997,24898,1067288,0.0426,14075,0.37471,2120,0.05644,16764,0.4463,5329,0.14187,0.23161,0.32548,0.06237,30300,30300,0.80667,0.90472,20723,0.61876,10420,0.31113,8908,0.26598,7139,0.21316,6178,0.18447,4905,0.14646,0.26061,142,88,73,303,0.468646865,123,41,70,234,0.525641026,20107080,18864114,48295465,39.10%,0.391,88288638,0
317,MMETSP0802,SRR1296697,Chlorophyta,35659596,35604740,99.85,14068,201,19235,21552938,1532.05417,0,7841,31,10346,81.31631,791,1572,2296,3306,5290,0.60232,7.00E-04,-0.00102,2.41292,0.2364,35604740,34726961,0.97535,33119383,0.9302,1607578,10575,1084627,0.05032,5119,0.36388,883,0.06277,3640,0.25874,1052,0.07478,0.46182,0.61742,0.3353,2654,2654,0.88733,0.20804,1934,0.1516,985,0.07721,868,0.06804,758,0.05942,701,0.05495,593,0.04648,0.0693,262,14,27,303,0.864686469,194,25,15,234,0.829059829,3268369,19634188,71264270,27.60%,0.276,90864009,0
318,MMETSP0803,SRR1296861,Chlorophyta,27763050,27725985,99.87,28497,201,14662,21253452,745.81366,0,6035,8,14450,90.58737,317,633,1078,1757,3381,0.69059,0.01659,0.00608,2.19082,0.12291,27725985,26542419,0.95731,24208767,0.87314,2333652,19192,913389,0.04298,7760,0.27231,1158,0.04064,15387,0.53995,1953,0.06853,0.34074,0.41417,0.04206,20126,20126,0.70625,1.14352,15500,0.88068,8118,0.46125,7538,0.4283,6742,0.38307,6448,0.36636,6043,0.34335,0.45319,229,54,20,303,0.755775578,149,53,32,234,0.636752137,22159713,18580959,55487501,33.50%,0.335,119453117,0
319,MMETSP0804,SRR1296698,Chlorophyta,28874749,28829237,99.84,40880,201,13592,41730591,1020.80702,0,15010,8,19947,73.47938,395,1125,1740,2452,3867,0.59462,0.0137,0.00539,1.76517,0.17807,28829237,27386011,0.94994,25464389,0.88328,1921622,24584,2665228,0.06387,15083,0.36896,1955,0.04782,23727,0.58041,2000,0.04892,0.4303,0.54089,0.35934,28970,28970,0.70866,0.96163,20930,0.69475,10427,0.34611,9379,0.31133,8306,0.27571,7723,0.25636,6488,0.21536,0.30092,265,24,14,303,0.874587459,204,17,13,234,0.871794872,28779164,23376239,57703919,40.50%,0.405,109404303,0
320,MMETSP0806,SRR1296862,Chlorophyta,26320659,26306280,99.95,15581,201,17028,15752108,1010.98184,0,5584,9,9976,89.20758,452,978,1507,2234,3854,0.6812,0.0092,0.00741,2.46215,0.1585,26306280,24634301,0.93644,22794081,0.86649,1840220,8871,919277,0.05836,4661,0.29915,1313,0.08427,6108,0.39202,1025,0.06579,0.35766,0.55394,0.41811,13240,13240,0.84975,1.23623,9650,0.90103,5020,0.46872,4730,0.44164,4354,0.40654,4203,0.39244,3944,0.36825,0.47562,243,27,33,303,0.801980198,187,27,20,234,0.799145299,13662984,13299087,52622983,25.30%,0.253,68420700,0
321,MMETSP0807,SRR1294420,Chlorophyta,16212447,16184361,99.83,11627,201,19268,22226261,1911.60755,0,7136,38,8163,58.91317,1139,2166,3043,4162,6459,0.53062,0.00234,0.00362,1.93985,0.29204,16184361,15658386,0.9675,15015967,0.92781,642419,4090,3081512,0.13864,5801,0.49892,1864,0.16032,6018,0.51759,1911,0.16436,0.32354,0.49556,0.03678,8433,8433,0.72529,1.42041,4580,0.77143,2326,0.39178,2284,0.38471,2198,0.37022,2135,0.35961,2033,0.34243,0.45888,280,7,16,303,0.924092409,212,14,8,234,0.905982906,10506148,3969047,32396631,12.30%,0.123,38474008,0
322,MMETSP0809,SRR1296802,Euglenozoa,19621118,19620623,100,70116,201,12772,38505160,549.16367,0,8604,2,13585,70.73246,244,392,742,1459,2789,0.55141,0.01397,0.00057,1.7733,0.10833,19620623,16652393,0.84872,14724806,0.75048,1927587,34382,714770,0.01856,14327,0.20433,852,0.01215,59994,0.85564,1606,0.0229,0.30249,0.46361,0.64515,24439,24439,0.34855,1.2225,17403,0.87054,9311,0.46576,8403,0.42034,7289,0.36461,6884,0.34435,6453,0.3228,0.46545,147,62,94,303,0.485148515,120,26,88,234,0.512820513,35610062,19352448,39241711,49.30%,0.493,141270912,0
323,MMETSP0810,SRR1296768,Euglenozoa,27015679,27015178,100,89969,201,14627,50709406,563.63198,0,11241,10,17490,69.82939,247,407,767,1516,3007,0.55406,0.01161,0.00154,1.77416,0.11026,27015178,23237509,0.86016,20338694,0.75286,2898815,46629,1061005,0.02092,20320,0.22586,1092,0.01214,77201,0.85808,2024,0.0225,0.32189,0.45338,0.56867,30038,30038,0.33387,1.0793,21298,0.76526,11003,0.39535,9497,0.34124,7892,0.28357,7149,0.25687,6187,0.22231,0.31718,155,68,80,303,0.511551155,127,28,79,234,0.542735043,49459041,24354376,54030815,45.10%,0.451,166516917,0.001
324,MMETSP0811,SRR1296866,Euglenozoa,37572460,37571157,100,110265,201,14633,65980547,598.3816,0,15746,5,21359,64.83699,259,450,834,1538,2899,0.55063,0.01343,-0.00167,1.74621,0.11702,37571157,33717479,0.89743,29947981,0.7971,3769498,65253,1463354,0.02218,26579,0.24105,1730,0.01569,91616,0.83087,2864,0.02597,0.31994,0.46641,0.59204,45255,45255,0.41042,1.22354,31957,0.86401,16923,0.45754,15215,0.41136,13064,0.35321,12350,0.3339,11459,0.30981,0.45741,177,68,58,303,0.584158416,137,28,69,234,0.585470085,58415525,32142953,75143536,42.80%,0.428,201254940,0.001
325,MMETSP0812,SRR1294384,Ochrophyta,25047716,25044640,99.99,32473,201,9250,25713630,791.84646,0,8061,0,14105,77.62616,332,718,1179,1818,3197,0.44767,0.01319,0.00744,1.90847,0.15066,25044640,22998739,0.91831,19836834,0.79206,3161905,20713,1132867,0.04406,12381,0.38127,1283,0.03951,19259,0.59308,2225,0.06852,0.29868,0.42541,0.36162,22373,22373,0.68897,1.21778,14768,0.80383,7751,0.42189,7086,0.3857,6119,0.33306,5707,0.31064,5176,0.28173,0.43852,180,61,62,303,0.594059406,143,33,58,234,0.611111111,22613057,15893372,50092013,31.70%,0.317,73265753,0
326,MMETSP0814,SRR1296973,Haptophyta,11822547,11813946,99.93,32869,201,9150,21492089,653.87109,0,6150,0,12563,81.03367,283,556,929,1412,2325,0.58668,0.01176,0.00469,2.23024,0.12814,11813946,10850294,0.91843,9781410,0.82795,1068884,16700,519484,0.02417,8278,0.25185,825,0.0251,24364,0.74125,1048,0.03188,0.37373,0.51696,0.47835,18043,18043,0.54894,1.15935,13708,0.88081,7048,0.45287,6676,0.42897,6088,0.39118,5794,0.37229,5386,0.34608,0.4644,168,42,93,303,0.554455446,144,37,53,234,0.615384615,16080812,11015070,23635135,46.60%,0.466,59194019,0
327,MMETSP0815,SRR1296710,Haptophyta,36039906,35974619,99.82,50032,201,11070,37532924,750.17837,0,11885,4,23081,82.85229,323,677,1080,1600,2745,0.59934,0.01287,0.00592,2.26463,0.14128,35974619,33615075,0.93441,30283753,0.84181,3331322,29302,1258881,0.03354,14862,0.29705,2044,0.04085,30251,0.60463,2231,0.04459,0.37982,0.51456,0.44435,34371,34371,0.68698,0.96874,25005,0.70476,12773,0.36001,11376,0.32063,9829,0.27703,8887,0.25048,7633,0.21514,0.29718,209,53,41,303,0.689768977,163,39,32,234,0.696581197,28033372,24729416,72013300,34.30%,0.343,123659493,0
328,MMETSP0816,SRR1296824,Bacillariophyta,25783233,25782239,100,53448,201,17164,31988407,598.49587,0,8781,1,15390,69.08935,274,506,826,1184,1774,0.42072,0.01344,0.00732,2.00353,0.12229,25782239,23360414,0.90607,20157200,0.78183,3203214,35286,1058710,0.0331,21014,0.39317,2073,0.03879,30302,0.56694,5782,0.10818,0.23962,0.33819,0.31092,35793,35793,0.66968,1.10278,23568,0.72613,12189,0.37554,11061,0.34079,9227,0.28428,8379,0.25816,7130,0.21968,0.40088,153,91,59,303,0.504950495,111,55,68,234,0.474358974,25943399,20142547,51565364,39.10%,0.391,99566904,0
329,MMETSP0817,SRR1296733,Chlorophyta,19523085,19513374,99.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30840,30840,0.67571,1.27401,19698,0.81373,10303,0.42562,9382,0.38757,8061,0.333,7460,0.30818,6570,0.27141,0.4347,247,45,11,303,0.815181518,161,41,32,234,0.688034188,26575930,20787399,39036395,53.30%,0.533,116631233,0
330,MMETSP0818,SRR1296732,Chlorophyta,20000410,19989683,99.95,47874,201,11532,34818091,727.28602,0,11145,1,20982,80.5053,310,652,1079,1581,2537,0.63524,0.00894,0.00258,2.14761,0.13368,19989683,18287619,0.91485,15680122,0.78441,2607497,33558,1228348,0.03528,17838,0.3726,1628,0.03401,28182,0.58867,2476,0.05172,0.30804,0.41001,0.31147,32310,32310,0.6749,1.27824,20356,0.80532,10675,0.42232,9709,0.3841,8319,0.32911,7616,0.3013,6671,0.26392,0.43699,239,49,15,303,0.788778878,165,43,26,234,0.705128205,27943229,10628,10630,100.00%,1,262892,0
331,MMETSP0819,SRR1296731,Chlorophyta,20296932,20286334,99.95,48474,201,11562,34888971,719.74607,0,11170,1,20777,79.77407,305,645,1070,1575,2500,0.63329,0.00853,0.00014,2.1446,0.13292,20286334,18497751,0.91183,15887689,0.78317,2610062,33092,1304760,0.0374,18084,0.37307,1727,0.03563,28762,0.59335,2639,0.05444,0.31031,0.41254,0.3511,32502,32502,0.6705,1.2431,20690,0.79133,10796,0.41291,9833,0.37608,8444,0.32296,7802,0.2984,6815,0.26065,0.43449,236,49,18,303,0.778877888,164,43,27,234,0.700854701,28539481,21583705,40583175,53.20%,0.532,122860394,0
332,MMETSP0820,SRR1296730,Chlorophyta,21820169,21809632,99.95,48764,201,11889,36221127,742.78416,0,11752,3,20978,78.99987,311,674,1117,1640,2687,0.63318,0.00884,0.00076,2.14545,0.13566,21809632,19877850,0.91143,16930382,0.77628,2947468,34240,1288676,0.03558,18659,0.38264,1753,0.03595,28253,0.57938,2787,0.05715,0.2987,0.40579,0.37434,33224,33224,0.68132,1.27178,20541,0.78629,10667,0.40832,9675,0.37035,8253,0.31592,7578,0.29008,6544,0.2505,0.42846,244,40,19,303,0.805280528,156,48,30,234,0.666666667,28887517,23096112,43629738,52.90%,0.529,130682652,0
333,MMETSP0850,SRR1296745,Bacillariophyta,17690983,17670972,99.89,27718,201,8176,25071052,904.50437,0,8999,0,12932,72.50464,352,949,1514,2164,3295,0.49384,0.00738,0.00382,2.05825,0.16654,17670972,16343941,0.9249,14822413,0.8388,1521528,19644,1122205,0.04476,9279,0.33476,1440,0.05195,16561,0.59748,2876,0.10376,0.26037,0.38276,0.32684,610,610,0.68004,0.03947,456,0.0295,229,0.01482,214,0.01385,201,0.013,196,0.01268,181,0.01171,0.01744,175,65,63,303,0.577557756,140,32,62,234,0.598290598,736838,14881066,35361147,42.10%,0.421,74529459,0
334,MMETSP0851,SRR1296746,Bacillariophyta,34947154,34912150,99.9,122164,201,8923,75745814,620.03384,0,19925,0,43551,85.60591,259,482,931,1597,2896,0.56122,0.00939,0.00392,2.05623,0.11988,34912150,29568921,0.84695,25416002,0.728,4152919,71495,2178055,0.02875,32320,0.26456,2942,0.02408,97121,0.79501,5056,0.04139,0.24998,0.33929,0.36693,56972,56972,0.46636,1.05498,41832,0.77462,20870,0.38646,18907,0.35011,16495,0.30545,15564,0.28821,14459,0.26774,0.42226,228,44,31,303,0.752475248,186,28,20,234,0.794871795,69424969,37931266,69859106,54.30%,0.543,237452229,0.002
335,MMETSP0852,SRR1294395,Bacillariophyta,18350672,18326816,99.87,30776,201,7067,26089565,847.72436,0,9276,0,14165,73.69339,341,846,1365,1950,3009,0.49533,0.00612,0.0072,2.06161,0.15901,18326816,16679106,0.91009,14628551,0.7982,2050555,18469,1829573,0.07013,12046,0.39141,2833,0.09205,17275,0.56131,2879,0.09355,0.24468,0.37506,0.23255,1548,1548,0.73365,0.08305,1062,0.05697,556,0.02983,515,0.02763,478,0.02564,458,0.02457,421,0.02259,0.03211,176,67,60,303,0.580858086,131,36,67,234,0.55982906,1549151,16007886,36673839,43.60%,0.436,75509540,0
336,MMETSP0853,SRR1296747,Bacillariophyta,19363752,19341696,99.89,28131,201,6642,24767855,880.44702,0,9264,0,13095,71.96521,345,931,1442,2000,2993,0.49706,0.00708,0.00275,2.0617,0.16427,19341696,17752613,0.91784,15984103,0.82641,1768510,20336,1050966,0.04243,9043,0.32146,1327,0.04717,15130,0.53784,3961,0.14081,0.27691,0.3521,0.16874,20135,20135,0.71576,1.19128,14245,0.8428,7346,0.43462,6804,0.40256,6075,0.35942,5728,0.33889,5257,0.31103,0.45778,184,59,60,303,0.607260726,137,37,60,234,0.585470085,19167638,15717434,38705284,40.60%,0.406,79361197,0
337,MMETSP0878,SRR1296931,Bacillariophyta,26023546,26021213,99.99,31740,201,12294,33013973,1040.13778,0,12366,2,18806,81.46299,470,1031,1534,2211,3621,0.467,0.00492,0.0033,1.93413,0.19083,26021363,24768237,0.95184,22609535,0.86888,2158702,22422,922768,0.02795,11171,0.35195,1225,0.03859,14112,0.44461,1989,0.06267,0.42997,0.52527,0.25933,1329,1329,0.82138,0.07121,836,0.0448,439,0.02352,400,0.02143,351,0.01881,336,0.018,301,0.01613,0.0257,229,43,31,303,0.755775578,181,37,16,234,0.773504274,1374601,21011186,52044591,40.40%,0.404,77655936,0
338,MMETSP0879,SRR1296932,Bacillariophyta,25204697,25200264,99.98,31919,201,12535,33878208,1061.38062,0,12728,3,19105,81.4621,485,1055,1568,2267,3615,0.46673,0.00536,0.00249,1.93535,0.19396,25200435,23944866,0.95018,21790868,0.8647,2153998,22970,982555,0.029,11481,0.35969,1243,0.03894,13792,0.43209,1893,0.05931,0.42511,0.5303,0.38315,25806,25806,0.80848,1.38563,15716,0.84386,8352,0.44845,7663,0.41146,6727,0.3612,6320,0.33935,5661,0.30396,0.46154,231,41,31,303,0.762376238,177,37,20,234,0.756410256,33026003,21377736,50404732,42.40%,0.424,76245469,0
339,MMETSP0880,SRR1296933,Bacillariophyta,23835274,23834179,100,31748,201,11962,32406697,1020.74767,0,12074,4,18625,82.02829,456,1013,1522,2187,3495,0.46712,0.00576,0.00555,1.93302,0.18799,23834285,22737417,0.95398,20753228,0.87073,1984189,22428,863070,0.02663,10995,0.34632,1171,0.03688,15063,0.47446,1760,0.05544,0.43642,0.54228,0.4531,758,758,0.75952,0.04102,487,0.02635,275,0.01488,254,0.01374,230,0.01245,217,0.01174,205,0.01109,0.01357,218,51,34,303,0.719471947,168,47,19,234,0.717948718,759272,20253063,47669454,42.50%,0.425,76450328,0
340,MMETSP0881,SRR1296934,Bacillariophyta,24250037,24247699,99.99,31920,201,12138,33329328,1044.15188,0,12512,2,19001,81.60121,475,1036,1550,2223,3529,0.46679,0.00582,0.00546,1.93532,0.19166,24247871,22981405,0.94777,20842490,0.85956,2138915,22341,1045937,0.03138,11203,0.35097,1287,0.04032,14692,0.46028,1889,0.05918,0.42724,0.52905,0.37936,25277,25277,0.79189,1.3573,15745,0.84546,8361,0.44896,7704,0.41368,6834,0.36697,6402,0.34377,5748,0.30865,0.46588,226,44,33,303,0.745874587,176,41,17,234,0.752136752,30946689,20871122,48497720,43.00%,0.43,79591161,0
341,MMETSP0882,SRR1296944,Ochrophyta,18092676,18080337,99.93,37257,201,14692,28317645,760.0624,0,8053,23,18650,81.9871,326,652,1075,1701,3439,0.6542,0.0046,-0.00083,2.5968,0.12769,18080337,16584814,0.91728,14613431,0.80825,1971383,24607,2090646,0.07383,12786,0.34318,1684,0.0452,19429,0.52149,2395,0.06428,0.31984,0.48837,0.51136,28845,28845,0.77422,1.17113,20315,0.82481,10476,0.42533,9649,0.39176,8372,0.33991,7736,0.31409,6838,0.27763,0.4316,189,68,46,303,0.623762376,143,37,54,234,0.611111111,20452726,NA,NA,NA,NA,NA,NA
342,MMETSP0883,SRR1296945,Ochrophyta,17009786,17004738,99.97,35078,201,16541,25939483,739.4801,0,7331,21,17132,83.55496,318,637,1037,1657,3250,0.65486,0.00505,-0.00183,2.59625,0.12554,17004738,15535726,0.91361,13621355,0.80103,1914371,23870,1502940,0.05794,11770,0.33554,1447,0.04125,19702,0.56166,1888,0.05382,0.31668,0.49989,0.52635,26196,26196,0.74679,1.17597,18558,0.83309,9481,0.42562,8686,0.38993,7551,0.33897,7013,0.31482,6228,0.27958,0.42511,172,84,47,303,0.567656766,136,43,55,234,0.581196581,19809778,13985576,34014326,41.10%,0.411,60482351,0
343,MMETSP0884,SRR1296946,Ochrophyta,16294439,16282038,99.92,35880,201,14926,26957018,751.31042,0,7507,54,17707,83.10471,323,639,1053,1686,3428,0.65176,0.00279,0.00065,2.59606,0.12638,16282038,14913481,0.91595,13136239,0.80679,1777242,23310,1885552,0.06995,11999,0.33442,1596,0.04448,19904,0.55474,1961,0.05465,0.3248,0.49927,0.47197,27356,27356,0.76243,1.18929,19391,0.84301,9915,0.43105,9129,0.39688,8029,0.34906,7539,0.32775,6696,0.29111,0.42877,189,65,49,303,0.623762376,140,41,53,234,0.598290598,18758902,NA,NA,NA,NA,NA,NA
344,MMETSP0885,SRR1296803,Ochrophyta,21496063,21489429,99.97,36878,201,15019,28621800,776.12126,0,8542,27,18919,82.55169,335,679,1105,1721,3354,0.65405,0.00392,0.00091,2.60398,0.13009,21489429,19759598,0.9195,17568497,0.81754,2191101,25443,2081883,0.07274,12992,0.3523,1855,0.0503,18415,0.49935,2368,0.06421,0.31006,0.49295,0.45096,29094,29094,0.78893,1.20507,19961,0.82678,10281,0.42584,9427,0.39047,8133,0.33687,7562,0.31322,6742,0.27925,0.43072,190,67,46,303,0.627062706,149,28,57,234,0.636752137,21582003,16566480,42984725,38.50%,0.385,74224994,0
345,MMETSP0886,SRR1296778,Ochrophyta,12102460,12101327,99.99,24262,201,16399,21263080,876.39436,0,6355,44,12202,83.59349,342,808,1397,2327,5067,0.61019,0.00347,-0.00065,2.44235,0.14978,12101327,11473447,0.94811,10702211,0.88438,771236,13413,1774000,0.08343,5962,0.24573,685,0.02823,16472,0.67892,754,0.03108,0.4345,0.5942,0.51018,647,647,0.53033,0.04937,496,0.03785,237,0.01809,217,0.01656,202,0.01542,191,0.01458,181,0.01381,0.01877,184,46,73,303,0.607260726,148,28,58,234,0.632478632,788865,10475870,24203711,43.30%,0.433,49053531,0
346,MMETSP0887,SRR1296779,Ochrophyta,13520570,13505829,99.89,26269,201,27710,24471544,931.57501,0,7836,44,14737,87.11841,388,869,1399,2249,4619,0.62188,0.00602,0.00218,2.46229,0.15782,13505829,12979556,0.96103,12206244,0.90378,773312,15262,1018815,0.04163,5828,0.22186,597,0.02273,16564,0.63055,809,0.0308,0.48279,0.62669,0.54127,18410,18410,0.70083,1.11131,15098,0.91138,7724,0.46626,7307,0.44108,6766,0.40843,6565,0.39629,6291,0.37975,0.46336,214,40,49,303,0.706270627,172,21,41,234,0.735042735,19656782,12683444,27023865,46.90%,0.469,51476733,0
347,MMETSP0888,SRR1296780,Ochrophyta,21136731,21134708,99.99,27756,201,16351,29455666,1061.23599,0,9638,93,16977,82.04098,457,994,1569,2553,5805,0.61297,0.00398,0.00165,2.46837,0.1738,21134708,20271514,0.95916,19010354,0.89949,1261160,16188,2919406,0.09911,7300,0.26301,1055,0.03801,13990,0.50404,1159,0.04176,0.4687,0.61927,0.51558,21831,21831,0.78653,1.12781,17183,0.88769,8717,0.45033,8245,0.42594,7526,0.3888,7262,0.37516,6831,0.3529,0.45177,229,28,46,303,0.755775578,180,18,36,234,0.769230769,21543575,16283325,42271238,38.50%,0.385,68025550,0
348,MMETSP0889,SRR1296781,Ochrophyta,19281066,19268167,99.93,24178,201,25945,24848329,1027.72475,0,8025,76,14369,84.82735,431,971,1558,2565,5595,0.61986,0.00531,0.00195,2.46508,0.16755,19268167,18480080,0.9591,17322773,0.89904,1157307,14168,1762992,0.07095,5562,0.23004,742,0.03069,13326,0.55116,827,0.0342,0.45943,0.61762,0.5596,17447,17447,0.72161,1.12663,14113,0.91134,7249,0.4681,6880,0.44427,6369,0.41127,6166,0.39817,5919,0.38222,0.4688,183,44,76,303,0.603960396,139,26,69,234,0.594017094,19431428,14826765,38549077,38.50%,0.385,65147196,0
349,MMETSP0890,SRR1296815,Ochrophyta,12478856,12476342,99.98,24449,201,10502,22220252,908.84093,0,7858,1,12419,76.54404,390,880,1380,1988,3316,0.39353,0.00719,-8.00E-05,2.15096,0.16569,12476342,11517747,0.92317,10325316,0.82759,1192431,14853,618709,0.02784,6282,0.25694,565,0.02311,14592,0.59683,1827,0.07473,0.38827,0.45906,0.07521,2778,2778,0.72589,0.17061,2228,0.13683,1162,0.07136,1085,0.06663,973,0.05976,933,0.0573,877,0.05386,0.07689,212,40,51,303,0.699669967,163,32,39,234,0.696581197,3449273,11996987,24954907,48.10%,0.481,49278096,0
350,MMETSP0891,SRR1296816,Ochrophyta,29387073,29379457,99.97,22054,201,14571,27266101,1236.33359,0,10189,9,13043,73.4113,586,1286,1892,2719,4390,0.39309,0.00568,-0.00062,2.15546,0.20927,29379457,27588756,0.93905,25360070,0.86319,2228686,14280,1262178,0.04629,6488,0.29419,1047,0.04747,7951,0.36052,2335,0.10588,0.37181,0.49445,0.25156,17930,17930,0.813,1.06847,13283,0.79155,6891,0.41064,6471,0.38561,5871,0.34986,5594,0.33335,5154,0.30713,0.45443,244,12,47,303,0.805280528,198,12,24,234,0.846153846,21495878,19533025,58764491,33.20%,0.332,78365441,0
351,MMETSP0892,SRR1296817,Ochrophyta,9064724,9059484,99.94,25448,201,10087,19716480,774.77523,0,6238,1,11296,78.16538,325,698,1164,1765,2978,0.39427,0.00849,0.00191,2.14242,0.14518,9059484,8279094,0.91386,7360008,0.81241,919086,14029,560202,0.02841,6138,0.2412,570,0.0224,18076,0.71031,1312,0.05156,0.38731,0.46113,0.3986,15936,15936,0.62622,1.05564,12776,0.84632,6631,0.43926,6219,0.41196,5673,0.37579,5455,0.36135,5186,0.34353,0.45395,178,59,66,303,0.587458746,142,27,65,234,0.606837607,17649989,9508434,18123817,52.50%,0.525,41599858,0
352,MMETSP0893,SRR1296818,Ochrophyta,13803499,13794223,99.93,26579,201,13739,22346470,840.75661,0,7743,1,12595,75.64412,353,799,1265,1843,3038,0.39331,0.00559,-0.0013,2.14448,0.15582,13794223,12642780,0.91653,11318290,0.82051,1324490,16014,1257186,0.05626,8027,0.30201,1614,0.06072,13832,0.52041,2295,0.08635,0.32173,0.41965,0.23578,21947,21947,0.82573,1.12192,16118,0.82394,8419,0.43038,7843,0.40093,7089,0.36239,6758,0.34547,6309,0.32251,0.45299,174,66,63,303,0.574257426,128,46,60,234,0.547008547,17125739,12907963,27597100,46.80%,0.468,49467569,0
353,MMETSP0894,SRR1296856,Ochrophyta,27472079,27426176,99.83,30847,201,7655,17628455,571.48037,0,4008,0,10008,78.59101,278,469,713,1068,1779,0.52694,0.01237,0.00577,1.93001,0.11482,27426176,24919512,0.9086,21695954,0.79107,3223558,14729,499282,0.02832,7857,0.25471,1012,0.03281,18448,0.59805,2232,0.07236,0.29961,0.37241,0.04203,20580,20580,0.66716,0.92122,16971,0.75967,8627,0.38617,8040,0.35989,7217,0.32305,6667,0.29843,5951,0.26638,0.33672,122,91,90,303,0.402640264,100,46,88,234,0.427350427,16818015,13407219,54898049,24.40%,0.244,76739577,0
354,MMETSP0895,SRR1296857,Ochrophyta,28231520,28185273,99.84,27533,201,5357,15429772,560.41013,0,3227,0,8313,76.60511,278,464,689,1003,1661,0.53376,0.01319,0.0059,1.96747,0.11238,28185273,26405650,0.93686,23704225,0.84101,2701425,13846,485715,0.03148,7247,0.26321,986,0.03581,15677,0.56939,2480,0.09007,0.29105,0.39634,0.31466,18862,18862,0.68507,0.92434,15603,0.76463,7985,0.39131,7470,0.36607,6671,0.32691,6157,0.30172,5417,0.26546,0.34649,107,82,114,303,0.353135314,95,33,106,234,0.405982906,13542174,12295542,56416739,21.80%,0.218,68314011,0
355,MMETSP0896,SRR1296858,Ochrophyta,28990945,28938114,99.82,22791,201,14639,12983037,569.65631,0,3003,1,7185,78.79337,271,464,726,1095,1819,0.54288,0.01315,0.00563,1.96025,0.11331,28938114,27059551,0.93508,24673399,0.85263,2386152,10583,296540,0.02284,5437,0.23856,548,0.02404,13718,0.6019,1754,0.07696,0.36025,0.43618,0.24341,14319,14319,0.62827,0.89898,11902,0.74724,6075,0.3814,5651,0.35478,5046,0.3168,4673,0.29338,4204,0.26394,0.33862,108,52,143,303,0.356435644,88,40,106,234,0.376068376,10377223,11210867,57928200,19.40%,0.194,65466567,0
