"","SampleName","Run.x","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","Experiment","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash","Investigator","HighLevelClassification","Phylum","Class","Order","Family","Genus","Species","Strain","Input.Reads","Surviving.Reads","Percent.Surviving","assembly.x","n_seqs.x","smallest.x","largest.x","n_bases.x","mean_len.x","n_under_200.x","n_over_1k.x","n_over_10k.x","n_with_orf.x","mean_orf_percent.x","n90.x","n70.x","n50.x","n30.x","n10.x","gc.x","gc_skew.x","at_skew.x","cpg_ratio.x","bases_n.x","proportion_n.x","linguistic_complexity.x","fragments","fragments_mapped","p_fragments_mapped","good_mappings","p_good_mapping","bad_mappings","potential_bridges","bases_uncovered","p_bases_uncovered","contigs_uncovbase","p_contigs_uncovbase","contigs_uncovered","p_contigs_uncovered","contigs_lowcovered","p_contigs_lowcovered","contigs_segmented","p_contigs_segmented","score.x","optimal_score.x","cutoff.x","assembly.y","n_seqs.y","smallest.y","largest.y","n_bases.y","mean_len.y","n_under_200.y","n_over_1k.y","n_over_10k.y","n_with_orf.y","mean_orf_percent.y","n90.y","n70.y","n50.y","n30.y","n10.y","gc.y","gc_skew.y","at_skew.y","cpg_ratio.y","bases_n.y","proportion_n.y","linguistic_complexity.y","CRBB_hits","n_contigs_with_CRBB","p_contigs_with_CRBB","rbh_per_reference","n_refs_with_CRBB","p_refs_with_CRBB","cov25","p_cov25","cov50","p_cov50","cov75","p_cov75","cov85","p_cov85","cov95","p_cov95","reference_coverage","score.y","optimal_score.y","cutoff.y","Run.y","Complete_eukaryotic","Fragmented_eukaryotic","Missing_eukaryotic","Total_eukaryotic","Complete_eukaryotic_BUSCO_perc","Complete_protist","Fragmented_protist","Missing_protist","Total_protist","Complete_protist_BUSCO_perc","Unique_kmers","num_reads_kept_diginorm","total_reads_before_diginorm","perc_kept_diginorm","num_kmers_reads_diginorm","fp_rate_diginorm"
"669","MMETSP1416","SRR1300486","7/22/15","12/17/15",23135069,2313506900,23135069,100,1380,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300486","SRX554291",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621576","SAMN02740013","simple",67004,"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","E78382186435A56B4C183301D91F280A","934CD3AF0634FC31C1474F11EDF344E8","BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010",23135069,22437943,96.99,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1416.trinity_out_2.2.0.Trinity.fasta",32717,201,9345,31700139,968.91949,0,11513,0,18908,83.9636,434,940,1421,2086,3417,0.46956,0.00767,0.00437,1.93473,0,0,0.18015,22437943,20843676,0.92895,17357463,0.77358,3486213,22203,1257437,0.03967,13601,0.41572,1741,0.05321,16408,0.50151,1526,0.04664,0.33582,0.45389,0.33274,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1416.trinity_out_2.2.0.Trinity.fasta",32717,201,9345,31700139,968.91949,0,11513,0,18908,83.9636,434,940,1421,2086,3417,0.46956,0.00767,0.00437,1.93473,0,0,0.18015,25465,25465,0.77834,1.40613,15453,0.85329,8201,0.45284,7539,0.41629,6629,0.36604,6200,0.34235,5525,0.30508,0.45691,NA,NA,NA,"MMETSP1416",216,47,40,303,0.712871287129,167,47,20,234,0.713675213675214,28764427,20012163,45571232,"43.9%",84553413,0
"670","MMETSP1417","SRR1300487","7/22/15","12/17/15",20353676,2035367600,20353676,100,1214,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300487","SRX554292",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621577","SAMN02740014","simple",67004,"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","F3DCF1657590E872188C05648D038E83","4041CA037704B3D37B92BF20BF2EE3C7","BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010",20353676,19747156,97.02,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1417.trinity_out_2.2.0.Trinity.fasta",31856,201,13041,31617271,992.506,0,11581,1,18655,83.49912,447,968,1454,2134,3491,0.46802,0.00762,0.00603,1.93459,0,0,0.18369,19747156,18425290,0.93306,15457812,0.78279,2967478,23308,1047317,0.03312,13053,0.40975,1342,0.04213,15672,0.49196,1490,0.04677,0.34999,0.46014,0.41946,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1417.trinity_out_2.2.0.Trinity.fasta",31856,201,13041,31617271,992.506,0,11581,1,18655,83.49912,447,968,1454,2134,3491,0.46802,0.00762,0.00603,1.93459,0,0,0.18369,24872,24872,0.78076,1.38093,15369,0.85331,8097,0.44956,7462,0.4143,6531,0.36261,6104,0.3389,5469,0.30365,0.4572,NA,NA,NA,"MMETSP1417",216,55,32,303,0.712871287129,173,41,20,234,0.739316239316239,27344258,19648114,40100491,"49.0%",82385291,0
"671","MMETSP1418","SRR1300488","7/22/15","12/17/15",21356988,2135698800,21356988,100,1267,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300488","SRX554293",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621579","SAMN02740015","simple",67004,"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","60EE5B7EEA72862C6C0BAE56597CE352","E4DE1EB5678AB28DE89D07275B75E930","BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010",21356988,20713694,96.99,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1418.trinity_out_2.2.0.Trinity.fasta",32040,201,13198,32053374,1000.41742,0,11798,3,18899,83.26698,451,977,1461,2118,3559,0.46801,0.00669,0.00659,1.93389,0,0,0.18489,20713694,19318677,0.93265,16234293,0.78375,3084384,23573,1049202,0.03273,13269,0.41414,1439,0.04491,15278,0.47684,1544,0.04819,0.35479,0.46045,0.43201,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1418.trinity_out_2.2.0.Trinity.fasta",888,201,13198,930409,1047.75788,0,319,1,496,83.24242,440,999,1540,2424,4256,0.46881,-0.00193,0.001,1.93304,0,0,0.18794,717,717,0.80743,0.03952,416,0.02293,224,0.01234,203,0.01119,185,0.0102,169,0.00931,141,0.00777,0.01348,NA,NA,NA,"MMETSP1418",228,43,32,303,0.752475247525,170,41,23,234,0.726495726495726,765384,20212236,42070530,"48.0%",83633915,0
"672","MMETSP1419","SRR1300489","7/22/15","12/17/15",22985175,2298517500,22985175,100,1365,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300489","SRX554294",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621578","SAMN02740016","simple",67004,"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","AEAC51041E9B3971CCC8E3DD8192EF1C","5670C30913D911BC078896203FBA7296","BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010",22985175,22294922,97,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1419.trinity_out_2.2.0.Trinity.fasta",32494,201,14574,32617811,1003.81027,0,11966,2,19013,82.59978,451,979,1483,2136,3550,0.46747,0.00692,0.00633,1.93584,0,0,0.18524,22294922,20774702,0.93181,17470765,0.78362,3303937,23977,1149337,0.03524,13659,0.42035,1601,0.04927,15147,0.46615,1720,0.05293,0.34728,0.45396,0.31736,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1419.trinity_out_2.2.0.Trinity.fasta",32494,201,14574,32617811,1003.81027,0,11966,2,19013,82.59978,451,979,1483,2136,3550,0.46747,0.00692,0.00633,1.93584,0,0,0.18524,25818,25818,0.79455,1.42586,15480,0.85492,8161,0.45071,7541,0.41647,6585,0.36367,6146,0.33943,5463,0.30171,0.46009,NA,NA,NA,"MMETSP1419",226,44,33,303,0.745874587459,179,34,21,234,0.764957264957265,30029715,21019756,45279764,"46.4%",86604850,0
"673","MMETSP1420","SRR1300490","7/22/15","12/17/15",25531993,2553199300,25531993,100,1517,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300490","SRX554295",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621580","SAMN02740017","simple",67004,"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","6BC6E59BE0AE2E75E3171B3BF450D87D","1E396652E45CCD32F8F7412A75824B0B","BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010",25531993,24764398,96.99,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1420.trinity_out_2.2.0.Trinity.fasta",32135,201,13130,31312478,974.40417,0,11394,3,18469,83.14597,432,950,1442,2103,3485,0.46827,0.00719,0.00758,1.93405,0,0,0.18092,24764398,23120220,0.93361,19393306,0.78311,3726914,23650,1166469,0.03725,13268,0.41288,1520,0.0473,15765,0.49059,1561,0.04858,0.3379,0.43402,0.41203,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1420.trinity_out_2.2.0.Trinity.fasta",32135,201,13130,31312478,974.40417,0,11394,3,18469,83.14597,432,950,1442,2103,3485,0.46827,0.00719,0.00758,1.93405,0,0,0.18092,25238,25238,0.78537,1.4039,15368,0.85487,8122,0.4518,7438,0.41375,6512,0.36224,6078,0.3381,5465,0.304,0.45452,NA,NA,NA,"MMETSP1420",210,58,35,303,0.693069306931,170,44,20,234,0.726495726495726,27084348,20450291,50296083,"40.7%",87374614,0
"674","MMETSP1421","SRR1294466","7/22/15","12/30/15",20567730,2056773000,20567730,100,1249,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294466","SRX549080",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS616890","SAMN02740018","simple",67004,"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA166613",NA,"public","C4391A8D628841F08589332BE711B860","C69E1DCAA4BD470577C40C8AB4DF71D8","BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010",20567730,20035424,97.41,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1421.trinity_out_2.2.0.Trinity.fasta",32560,201,11502,30006701,921.58173,0,10718,1,18282,84.34654,408,885,1355,1984,3216,0.46934,0.00924,0.00651,1.93242,0,0,0.17322,20035424,18598338,0.92827,15334533,0.76537,3263805,23184,966143,0.0322,13108,0.40258,1363,0.04186,17926,0.55055,1376,0.04226,0.33002,0.42921,0.3548,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1421.trinity_out_2.2.0.Trinity.fasta",32560,201,11502,30006701,921.58173,0,10718,1,18282,84.34654,408,885,1355,1984,3216,0.46934,0.00924,0.00651,1.93242,0,0,0.17322,24424,24424,0.75012,1.35373,15423,0.85484,8177,0.45322,7523,0.41697,6620,0.36692,6204,0.34386,5604,0.31061,0.45847,NA,NA,NA,"MMETSP1421",204,62,37,303,0.673267326733,164,46,24,234,0.700854700854701,27859584,18205436,40603010,"44.8%",80179494,0
"675","MMETSP1422","SRR1300491","7/22/15","12/17/15",21287532,2128753200,21287532,100,1292,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300491","SRX554296",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621581","SAMN02740019","simple",67004,"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","3142234FA5BBA061859CEA33F6D705A4","1961ECE257FC1012CD91ED1497642919","BethanyJenkins","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Thalassiosira","weissflogii","CCMP1010",21287532,20728032,97.37,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1422.trinity_out_2.2.0.Trinity.fasta",32732,201,9831,30553161,933.43398,0,11036,0,18371,84.07755,409,906,1377,2016,3288,0.46887,0.0084,0.00711,1.93347,0,0,0.17485,20728032,19296110,0.93092,15884221,0.76632,3411889,23755,1046008,0.03424,13202,0.40334,1459,0.04457,17767,0.5428,1341,0.04097,0.3275,0.42422,0.42046,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1422.trinity_out_2.2.0.Trinity.fasta",32732,201,9831,30553161,933.43398,0,11036,0,18371,84.07755,409,906,1377,2016,3288,0.46887,0.0084,0.00711,1.93347,0,0,0.17485,24707,24707,0.75483,1.35798,15556,0.85501,8190,0.45015,7500,0.41222,6603,0.36292,6168,0.33901,5595,0.30752,0.45281,NA,NA,NA,"MMETSP1422",219,46,38,303,0.722772277228,168,45,21,234,0.717948717948718,27990469,18843298,42015258,"44.8%",83303282,0
"676","MMETSP1423","SRR1300452","7/22/15","12/17/15",17181029,1718102900,17181029,100,967,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300452","SRX554257",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621542","SAMN02740374","simple",476441,"Pseudo-nitzschia heimii",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","02D2775ED24D88AE066E66D06112CDA7","254A817BF9C9E07A61220230B25408C4","GingerArmbrust","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","heimii","UNC1101",17181029,17170611,99.94,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1423.trinity_out_2.2.0.Trinity.fasta",28036,201,11461,27885072,994.61664,0,9948,4,15549,80.70676,416,1004,1581,2276,3683,0.49591,0.00386,0.00433,2.14361,0,0,0.17783,17170611,16365470,0.95311,14718475,0.85719,1646995,18709,746095,0.02676,9574,0.34149,853,0.03043,16367,0.58379,1246,0.04444,0.40462,0.52925,0.4464,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1423.trinity_out_2.2.0.Trinity.fasta",2841,201,10061,2720888,957.72193,0,922,1,1606,82.15685,405,922,1486,2215,3792,0.53032,0.00171,-0.00254,2.18905,0,0,0.16715,2163,2163,0.76135,0.1322,1397,0.08539,744,0.04547,657,0.04016,567,0.03466,514,0.03142,455,0.02781,0.04413,NA,NA,NA,"MMETSP1423",228,36,39,303,0.752475247525,184,29,21,234,0.786324786324786,2243661,16122603,34351414,"46.9%",67317739,0
"677","MMETSP1424","SRR1300472","7/22/15","12/17/15",18294955,1829495500,18294955,100,1058,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300472","SRX554277",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621562","SAMN02739989","simple",2969,"Oxyrrhis marina",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","E97F7EDCB5DCEAB3BAB079106758EFDC","C71B1BA39FF16BEE0BAD721363DC47A3","MatthewJohnson","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","marina","LB1974",18294955,18291361,99.98,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1424.trinity_out_2.2.0.Trinity.fasta",43252,201,11623,28596571,661.16182,0,8578,2,18817,92.5638,281,556,990,1516,2343,0.59441,0.01697,-0.00017,1.94607,0,0,0.12904,18291361,16233091,0.88747,13673399,0.74753,2559692,20535,339399,0.01187,9519,0.22008,486,0.01124,31404,0.72607,1056,0.02442,0.34756,0.4802,0.51853,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1424.trinity_out_2.2.0.Trinity.fasta",43252,201,11623,28596571,661.16182,0,8578,2,18817,92.5638,281,556,990,1516,2343,0.59441,0.01697,-0.00017,1.94607,0,0,0.12904,23068,23068,0.53334,1.05343,19991,0.91291,10140,0.46306,9718,0.44378,9134,0.41712,8928,0.40771,8641,0.3946,0.46583,NA,NA,NA,"MMETSP1424",175,42,86,303,0.577557755776,154,25,55,234,0.658119658119658,27409539,16037764,36585512,"43.8%",91540295,0
"678","MMETSP1425","SRR1300473","7/22/15","12/17/15",19966975,1996697500,19966975,100,1148,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300473","SRX554278",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621563","SAMN02739990","simple",2969,"Oxyrrhis marina",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","27D271B4A795787925A5A48DBCD4EB8A","1796AAEF6185586C7CB0B2442FCC6438","MatthewJohnson","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","marina","LB1974",19966975,19963228,99.98,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1425.trinity_out_2.2.0.Trinity.fasta",48673,201,11610,32681973,671.46001,0,9830,2,21153,92.60321,281,571,1019,1571,2489,0.59798,0.01559,-0.00218,1.94458,0,0,0.1299,19963228,17793153,0.8913,15034556,0.75311,2758597,22216,517387,0.01583,11000,0.226,695,0.01428,35570,0.7308,1200,0.02465,0.3504,0.48144,0.47921,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1425.trinity_out_2.2.0.Trinity.fasta",48673,201,11610,32681973,671.46001,0,9830,2,21153,92.60321,281,571,1019,1571,2489,0.59798,0.01559,-0.00218,1.94458,0,0,0.1299,26167,26167,0.53761,1.06133,22481,0.91182,11427,0.46348,10912,0.44259,10226,0.41476,10006,0.40584,9679,0.39258,0.46644,NA,NA,NA,"MMETSP1425",176,42,85,303,0.580858085809,161,25,48,234,0.688034188034188,31543095,17972426,39929381,"45.0%",101310488,0
"679","MMETSP1426","SRR1300474","7/22/15","12/17/15",23289414,4657882800,23289414,200,2797,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300474","SRX554279",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621564","SAMN02739991","simple",2969,"Oxyrrhis marina",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","D417171B2A375DFB5240F61C5F966C9D","2AEA91F91E75A9452B1F8E8483D43B88","MatthewJohnson","Alveolata(SAR,Chromalveolata)","Dinophyta","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","marina","LB1974",23289414,23076494,99.09,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1426.trinity_out_2.2.0.Trinity.fasta",99914,201,14295,74484725,745.48837,0,23138,15,44221,90.33982,297,664,1205,1854,3136,0.60498,0.01406,-6e-04,1.94991,0,0,0.13755,23076494,21355212,0.92541,19058891,0.8259,2296321,15287,5279278,0.07088,30800,0.30827,10094,0.10103,77888,0.77955,4088,0.04092,0.41257,0.57423,0.33377,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1426.trinity_out_2.2.0.Trinity.fasta",58414,201,14295,43756149,749.06956,0,13647,8,25867,90.43327,297,668,1220,1868,3189,0.60502,0.01547,-5e-04,1.94923,0,0,0.13806,26944,26944,0.46126,0.69032,20414,0.52302,9942,0.25472,9652,0.24729,9327,0.23896,9160,0.23469,8847,0.22667,0.26774,NA,NA,NA,"MMETSP1426",220,32,51,303,0.726072607261,192,18,24,234,0.82051282051282,32107790,11175672,46365702,"24.1%",137913963,0
"680","MMETSP1428","SRR1300462","7/22/15","12/17/15",20929170,2092917000,20929170,100,1131,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300462","SRX554267",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621552","SAMN02740609","simple",267567,"Skeletonema marinoi",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","9C0B4234BAEDDCC11C6C9C68E12C340F","5BDCAB1BD41AF34D87CCE13035F5E830","AdrianMarchetti","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemaceae","Skeletonema","marinoi","UNC1201",20929170,20917855,99.95,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1428.trinity_out_2.2.0.Trinity.fasta",33141,201,11451,25092164,757.13358,0,7842,2,16343,87.50859,324,681,1090,1658,2831,0.45621,0.01506,0.00821,1.77911,0,0,0.14702,20917855,19446411,0.92966,16811995,0.80372,2634416,21985,882725,0.03518,12861,0.38807,1662,0.05015,18090,0.54585,1642,0.04955,0.2981,0.45349,0.48378,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1428.trinity_out_2.2.0.Trinity.fasta",33141,201,11451,25092164,757.13358,0,7842,2,16343,87.50859,324,681,1090,1658,2831,0.45621,0.01506,0.00821,1.77911,0,0,0.14702,24530,24530,0.74017,1.3665,14856,0.82759,7740,0.43117,7032,0.39173,6063,0.33775,5580,0.31085,4960,0.27631,0.44344,NA,NA,NA,"MMETSP1428",196,71,36,303,0.646864686469,137,56,41,234,0.585470085470085,22212286,16526899,41846440,"39.5%",70518916,0
"681","MMETSP1429","SRR1300463","7/22/15","12/17/15",16951181,1695118100,16951181,100,915,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300463","SRX554268",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621553","SAMN02740610","simple",49240,"Chaetoceros sp.",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","497A87DC6F13D65E42F78D4D08104F69","F33A2AB31743350FD8E121B74C1E4A77","AdrianMarchetti","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","sp.","UNC1202",16951181,16927070,99.86,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1429.trinity_out_2.2.0.Trinity.fasta",23506,201,15754,15170717,645.39764,0,4435,2,10058,80.82362,296,577,878,1224,1809,0.46651,0.01839,0.0126,1.80718,0,0,0.13216,16927070,14905287,0.88056,13060751,0.77159,1844536,12411,819391,0.05401,7865,0.3346,1741,0.07407,9571,0.40717,3546,0.15086,0.23462,0.32707,0.03402,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1429.trinity_out_2.2.0.Trinity.fasta",23506,201,15754,15170717,645.39764,0,4435,2,10058,80.82362,296,577,878,1224,1809,0.46651,0.01839,0.0126,1.80718,0,0,0.13216,20173,20173,0.85821,1.13389,14869,0.83576,7678,0.43157,7264,0.4083,6594,0.37064,6262,0.35198,5815,0.32685,0.44607,NA,NA,NA,"MMETSP1429",127,89,87,303,0.419141914191,106,44,84,234,0.452991452991453,10488773,12005219,33875517,"35.4%",57102835,0
"682","MMETSP1432","SRR1300464","7/22/15","12/17/15",13299930,1329993000,13299930,100,726,NA,"http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1300464","SRX554269",NA,"RNA-Seq","RANDOM PCR","TRANSCRIPTOMIC","PAIRED",0,0,"ILLUMINA","Illumina HiSeq 2000","SRP042159","PRJNA248394",NA,248394,"SRS621554","SAMN02740611","simple",44447,"Pseudo-nitzschia delicatissima",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"NCGR","SRA167331",NA,"public","192D896280A60C5E24C60AE13DF1CEF2","2813093264619923ACB9440F1166CFA4","AdrianMarchetti","Stramenopila(SAR,Chromalveolata)","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","delicatissima","UNC1205",13299930,13280581,99.85,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0/MMETSP1432.trinity_out_2.2.0.Trinity.fasta",21996,201,5525,19419616,882.87034,0,7604,0,12457,81.48629,396,893,1284,1734,2575,0.47596,0.00692,0.01137,2.00177,0,0,0.17078,13280581,12599671,0.94873,11486830,0.86493,1112841,11303,499980,0.02575,6640,0.30187,717,0.0326,11359,0.51641,3951,0.17962,0.34988,0.39268,0.02951,"/mnt/home/ljcohen/mmetsp_assemblies_trinity2.2.0_zenodo/MMETSP1432.trinity_out_2.2.0.Trinity.fasta",5078,201,5193,4525765,891.24951,0,1785,0,2883,81.62591,398,911,1305,1747,2611,0.47615,0.00542,0.01197,2.0046,0,0,0.17205,3699,3699,0.72844,0.2831,2797,0.21407,1454,0.11128,1375,0.10523,1276,0.09766,1228,0.09398,1148,0.08786,0.11191,NA,NA,NA,"MMETSP1432",201,63,39,303,0.663366336634,150,42,42,234,0.641025641025641,4051183,11351971,26578072,"42.7%",47815517,0
